subscriber_id,region,plan,onboarding_score,negative_ticket_pre_renewal,cancelled,total_spent,days_before_renewal_negative_ticket,cancellation_reason
S-13953,Northeast,Quarterly Bundle,40.8,No,No,3836.15,,
S-10874,Midwest,Quarterly Bundle,50.1,True,Yes,2393.15,12.9,shipping issues
S-15772,West,Monthly Essentials,66.3,False,False,365.17,,
S-12656,Midwest,Quarterly Bundle,95.1,Yes,1,3011.37,2.1,too expensive
S-12656,Midwest,Quarterly Bundle,95.1,Yes,1,3011.37,2.1,too expensive
S-15902,South,Monthly Plus,72.8,False,No,62.25,,
S-14444,Northeast,Quarterly Bundle,35.5,0,False,USD 289.29,,
S-14843,West,Quarterly Bundle,43.2,False,No,2663.19,,
S-15282,Northeast,Monthly Plus,61.2,0,False,532.46,,
S-14510,Midwest,Quarterly Bundle,49.7,No,False,834.49,,
S-15325,South,Monthly Plus,62.1,False,0,USD 632.20,,
S-16278,Midwest,Monthly Essentials,60.6,False,False,$661.83,,
S-12178,Northeast,Quarterly Bundle,76.6,1,1,3174.94,0.6,paused indefinitely
S-10687,South,Quarterly Bundle,48.6,True,False,"$3,072.07",1.5,
S-16091,Midwest,Monthly Essentials,62.2,No,No,$623.29,,
S-14943,Midwest,Quarterly Bundle,48.9,False,True,2481.90,,no longer needed
S-17772,West,Monthly Plus,93.9,No,No,60.01,,
S-12946,West,Quarterly Bundle,92.0,Yes,False,"$1,581.25",6.5,
S-13296,Midwest,Quarterly Bundle,40.5,No,No,3113.82,,
S-13757,Northeast,Monthly Essentials,35.7,No,No,437.94,,
S-14068,Northeast,Monthly Plus,51.8,False,No,173.97,,
S-12015,West,Monthly Plus,64.8,Yes,No,$752.53,3.4,
S-15778,Northeast,Quarterly Bundle,74.6,No,No,2981.60,,
S-15366,West,Monthly Essentials,58.2,False,0,$233.82,,
S-16114,Midwest,Monthly Essentials,64.6,False,False,$893.51,,
S-17598,South,Quarterly Bundle,76.6,False,0,USD 3214.94,,
S-14015,Northeast,Quarterly Bundle,39.1,No,0,USD 2072.89,,
S-16876,South,Monthly Essentials,82.7,False,False,120.66,,
S-14966,Midwest,Monthly Plus,67.0,0,False,$556.94,,
S-12454,West,Monthly Plus,99.6,Yes,False,931.69,2.4,
S-16037,West,Quarterly Bundle,71.3,No,1,USD 2609.87,,no longer needed
S-10126,South,Monthly Essentials,38.3,Yes,False,USD 444.96,12.1,
S-15679,Northeast,Quarterly Bundle,64.3,No,No,432.02,,
S-12453,South,Monthly Plus,95.7,Yes,No,1360.11,10.7,
S-15624,West,Quarterly Bundle,66.7,No,0,"$2,002.27",,
S-14314,West,Quarterly Bundle,35.4,0,No,USD 2039.20,,
S-16345,South,Monthly Essentials,55.9,False,False,405.41,,
S-13236,Northeast,Monthly Essentials,83.2,Yes,False,366.51,2.7,
S-16004,Northeast,Monthly Essentials,60.9,No,False,USD 798.63,,
S-10240,Midwest,Quarterly Bundle,39.3,1,No,979.06,12.7,
S-16368,South,Quarterly Bundle,64.6,0,0,"$2,822.94",,
S-12060,West,Monthly Plus,64.1,Yes,No,162.59,13.6,
S-14303,Northeast,Monthly Plus,41.0,False,False,"$1,072.64",,
S-17049,South,Monthly Essentials,76.8,No,False,697.48,,
S-11002,West,Quarterly Bundle,43.7,1,No,818.34,0.4,
S-11281,South,Quarterly Bundle,58.6,Yes,False,USD 153.31,9.8,
S-17118,West,Monthly Plus,78.1,False,False,399.13,,
S-12721,South,Quarterly Bundle,98.2,True,False,299.62,12.3,
S-13177,South,Monthly Essentials,87.7,1,0,211.61,2.1,
S-13177,South,Monthly Essentials,87.7,1,0,211.61,2.1,
S-14483,South,Monthly Essentials,36.2,False,No,389.50,,
S-16852,South,Monthly Essentials,81.9,False,No,$109.36,,
S-13132,Northeast,Quarterly Bundle,96.3,Yes,No,2396.29,3.6,
S-17627,Northeast,Quarterly Bundle,91.2,False,No,3300.48,,
S-18362,Midwest,Monthly Plus,87.1,No,False,USD 425.39,,
S-17995,South,Quarterly Bundle,95.4,No,1,USD 2594.48,,moving/relocating
S-12098,Northeast,Monthly Plus,64.6,True,1,468.25,3.2,
S-11534,West,Monthly Essentials,55.9,True,True,$562.48,2.0,no longer needed
S-13135,West,Quarterly Bundle,78.2,True,False,297.95,4.2,
S-10328,Midwest,Monthly Plus,36.2,True,No,$450.56,0.9,
S-14124,West,Monthly Essentials,47.8,No,False,821.94,,
S-13379,West,Monthly Essentials,37.8,False,No,680.24,,
S-15379,West,Monthly Essentials,60.1,0,No,$591.61,,
S-13385,Northeast,Monthly Essentials,47.6,False,False,$882.79,,
S-17339,Northeast,Quarterly Bundle,83.1,No,False,USD 3275.75,,
S-15810,Midwest,Monthly Plus,55.8,No,False,162.84,,
S-10351,South,Quarterly Bundle,44.3,Yes,True,$162.51,7.8,moving/relocating
S-15417,South,Quarterly Bundle,73.6,No,False,$718.65,,
S-11048,South,Monthly Plus,44.9,Yes,1,$584.14,4.0,paused indefinitely
S-15966,South,Monthly Plus,62.0,0,No,$853.44,,
S-17258,West,Monthly Essentials,84.9,No,False,USD 758.17,,
S-10438,Midwest,Quarterly Bundle,37.6,True,False,3051.67,1.9,
S-13819,Northeast,Quarterly Bundle,35.2,0,Yes,2247.35,,
S-17004,Northeast,Monthly Essentials,95.4,No,False,$491.65,,
S-13836,South,Monthly Essentials,44.7,No,False,USD 121.42,,
S-15959,West,Monthly Plus,70.1,False,False,704.13,,
S-15753,Midwest,Quarterly Bundle,70.2,No,False,"$3,177.22",,
S-13782,Midwest,Monthly Essentials,46.4,0,False,USD 468.72,,
S-17605,Midwest,Quarterly Bundle,82.4,No,No,3240.11,,
S-18161,Northeast,Quarterly Bundle,97.6,False,False,2427.48,,
S-10477,Midwest,Monthly Plus,42.0,Yes,True,749.60,13.4,moving/relocating
S-11239,Midwest,Quarterly Bundle,59.9,Yes,Yes,"$2,030.27",0.8,moving/relocating
S-18169,South,Quarterly Bundle,90.7,False,No,"$2,454.69",,
S-11441,West,Monthly Plus,57.8,True,Yes,581.57,7.2,shipping issues
S-16202,Midwest,Quarterly Bundle,63.9,No,False,USD 139.59,,
S-17680,West,Monthly Essentials,79.7,0,No,404.68,,
S-17170,Midwest,Monthly Essentials,88.9,0,False,$729.74,,
S-14918,South,Monthly Plus,43.4,No,1,USD 485.60,,no longer needed
S-14564,South,Monthly Plus,40.9,False,False,USD 1012.77,,
S-14564,South,Monthly Plus,40.9,False,False,USD 1012.77,,
S-13375,South,Monthly Plus,44.5,False,Yes,USD 110.07,,
S-15761,Northeast,Quarterly Bundle,67.5,False,No,3466.48,,
S-18224,Midwest,Monthly Essentials,85.6,0,0,USD 831.95,,
S-10665,West,Monthly Plus,41.0,True,True,$573.70,5.2,too expensive
S-12433,Midwest,Monthly Plus,78.7,True,False,$59.57,13.5,
S-17588,South,Monthly Essentials,79.2,False,0,$338.89,,
S-17590,South,Monthly Essentials,89.7,No,No,604.70,,
S-13912,Midwest,Quarterly Bundle,48.6,No,0,$455.46,,
S-14748,Northeast,Monthly Plus,43.9,0,No,$608.64,,
S-14453,West,Quarterly Bundle,44.3,0,False,3274.17,,
S-16251,West,Monthly Plus,68.1,False,No,977.72,,
S-12527,Northeast,Monthly Plus,80.1,1,No,129.62,5.4,
S-11217,South,Monthly Plus,64.5,True,True,$430.02,11.4,
S-16267,Northeast,Monthly Plus,62.8,No,No,USD 1430.75,,
S-14201,Midwest,Monthly Plus,42.2,No,False,$841.65,,
S-17746,South,Monthly Plus,80.1,0,True,1193.32,,too expensive
S-14988,Northeast,Quarterly Bundle,65.5,No,False,"$2,951.73",,
S-16104,South,Quarterly Bundle,68.2,False,No,USD 3260.69,,
S-13005,Northeast,Monthly Essentials,90.8,1,No,674.37,2.0,
S-12976,Northeast,Monthly Essentials,89.9,1,True,228.34,4.6,no longer needed
S-12171,West,Monthly Plus,94.8,Yes,0,$108.26,5.2,
S-13704,Northeast,Quarterly Bundle,35.6,False,No,1771.01,,
S-15149,Northeast,Monthly Plus,56.7,No,No,274.38,,
S-14924,Midwest,Monthly Essentials,40.7,False,No,537.66,,
S-10849,South,Quarterly Bundle,48.4,Yes,False,1606.95,3.6,
S-16419,Northeast,Quarterly Bundle,70.5,No,No,"$1,122.97",,
S-15507,Midwest,Monthly Essentials,72.5,No,No,715.10,,
S-16808,Midwest,Monthly Essentials,81.7,False,0,509.17,,
S-11762,Midwest,Monthly Essentials,56.1,True,0,836.80,3.9,
S-14825,Midwest,Monthly Essentials,51.5,0,False,356.01,,
S-17094,Midwest,Monthly Essentials,97.9,No,0,$35.12,,
S-18059,Northeast,Monthly Plus,97.7,False,No,808.23,,
S-13859,West,Monthly Plus,51.3,False,No,$501.75,,
S-16867,West,Monthly Plus,96.6,No,False,701.84,,
S-12521,South,Monthly Plus,84.8,Yes,0,$258.77,11.5,
S-11821,South,Quarterly Bundle,65.2,True,False,802.03,9.7,
S-16286,Northeast,Monthly Essentials,71.1,False,No,455.77,,
S-17873,Midwest,Monthly Plus,77.4,False,No,1426.06,,
S-13051,South,Monthly Essentials,86.9,True,No,967.06,3.0,
S-10820,Midwest,Monthly Essentials,40.9,1,No,USD 871.92,10.2,
S-15935,West,Monthly Plus,67.7,No,False,USD 1057.18,,
S-11822,Midwest,Monthly Essentials,62.8,True,False,354.72,9.2,
S-12864,South,Quarterly Bundle,86.0,1,False,412.01,8.1,
S-16405,Midwest,Quarterly Bundle,67.8,False,Yes,1229.34,,found alternative
S-10966,Midwest,Quarterly Bundle,41.7,True,True,2614.34,2.1,poor quality
S-15065,South,Monthly Plus,59.8,No,No,$64.21,,
S-15995,Northeast,Quarterly Bundle,66.8,False,False,319.66,,
S-17142,South,Monthly Essentials,92.0,False,No,$772.64,,
S-17254,Northeast,Monthly Plus,75.8,No,False,190.89,,
S-16455,Midwest,Monthly Plus,60.5,0,0,832.64,,
S-10074,South,Quarterly Bundle,35.4,1,False,2334.74,6.9,
S-17412,Midwest,Quarterly Bundle,98.9,False,1,"$1,005.95",,bad support experience
S-12608,West,Monthly Plus,82.9,True,False,USD 510.58,10.2,
S-13908,South,Monthly Plus,35.4,No,No,USD 357.05,,
S-14324,Midwest,Monthly Plus,36.4,False,No,USD 448.02,,
S-11875,South,Monthly Plus,74.3,1,Yes,$887.07,2.0,no longer needed
S-11875,South,Monthly Plus,74.3,1,Yes,$887.07,2.0,no longer needed
S-11623,West,Monthly Plus,69.4,True,No,USD 1150.13,8.4,
S-17766,West,Monthly Essentials,79.1,False,0,288.80,,
S-16573,Midwest,Quarterly Bundle,59.7,No,No,USD 813.83,,
S-17300,Northeast,Quarterly Bundle,82.9,False,False,USD 3253.03,,
S-15087,Northeast,Monthly Essentials,73.4,No,0,369.34,,
S-13298,Northeast,Monthly Plus,43.2,0,No,USD 1301.76,,
S-12766,Midwest,Monthly Plus,90.0,Yes,Yes,1310.17,10.2,moving/relocating
S-16439,West,Monthly Plus,62.1,No,No,USD 531.68,,
S-15041,West,Monthly Plus,60.3,False,0,$542.88,,
S-16614,South,Monthly Plus,72.7,No,No,285.27,,
S-15991,West,Monthly Plus,73.1,False,False,$215.30,,
S-17886,West,Monthly Essentials,96.0,No,0,898.76,,
S-18270,West,Monthly Essentials,82.7,False,False,122.77,,
S-13916,Midwest,Monthly Plus,40.4,False,No,397.60,,
S-12855,South,Quarterly Bundle,89.8,1,0,2351.45,5.7,
S-11497,South,Monthly Essentials,74.3,True,No,USD 656.83,13.7,
S-11779,Midwest,Monthly Essentials,72.6,True,True,$839.65,4.4,moving/relocating
S-16393,West,Monthly Plus,62.2,False,False,1127.71,,
S-14879,Northeast,Monthly Plus,40.7,No,0,1209.59,,
S-12804,Northeast,Monthly Plus,85.9,True,False,USD 59.15,2.3,
S-12918,Northeast,Monthly Essentials,94.6,Yes,Yes,386.73,10.0,no longer needed
S-16893,West,Quarterly Bundle,99.3,No,False,3417.95,,
S-14636,Northeast,Monthly Plus,48.9,0,False,$624.14,,
S-13189,South,Monthly Plus,95.9,Yes,Yes,277.88,10.5,found alternative
S-14672,Midwest,Monthly Essentials,47.0,False,False,70.55,,
S-14028,South,Quarterly Bundle,47.2,0,No,"$1,401.24",,
S-15262,Northeast,Quarterly Bundle,61.6,False,0,792.03,,
S-17838,Northeast,Monthly Essentials,96.4,0,0,402.50,,
S-17964,Northeast,Monthly Essentials,97.2,No,No,340.83,,
S-18052,Midwest,Monthly Plus,95.6,No,False,USD 224.20,,
S-13898,Northeast,Monthly Essentials,39.6,0,No,120.16,,
S-11715,Northeast,Monthly Plus,55.9,Yes,0,699.74,9.0,
S-12556,Northeast,Monthly Essentials,98.2,1,Yes,933.36,9.7,too expensive
S-14612,Midwest,Monthly Essentials,49.8,No,False,606.98,,
S-10855,South,Monthly Plus,54.2,Yes,Yes,505.89,6.9,paused indefinitely
S-14644,Midwest,Monthly Essentials,48.5,False,False,757.99,,
S-16572,West,Monthly Essentials,68.6,0,No,155.21,,
S-15584,West,Monthly Plus,55.5,No,False,USD 980.02,,
S-17858,Midwest,Monthly Essentials,95.7,False,False,319.35,,
S-12216,Midwest,Monthly Essentials,82.0,True,True,USD 37.22,5.5,
S-13930,Northeast,Monthly Plus,51.0,False,False,"$1,105.98",,
S-12350,South,Monthly Plus,86.5,Yes,0,$968.99,2.8,
S-18286,Midwest,Monthly Essentials,78.3,False,0,474.60,,
S-14374,South,Monthly Plus,54.8,False,Yes,1354.32,,bad support experience
S-13261,Midwest,Quarterly Bundle,43.5,No,No,USD 3626.53,,
S-16185,West,Monthly Essentials,72.9,No,False,235.35,,
S-17337,West,Monthly Essentials,99.6,No,0,$512.87,,
S-14993,West,Quarterly Bundle,74.0,No,No,1185.73,,
S-13333,Midwest,Quarterly Bundle,35.7,False,False,1636.04,,
S-15715,Northeast,Monthly Essentials,64.0,No,False,976.44,,
S-10944,Northeast,Monthly Plus,48.9,True,Yes,599.71,7.0,bad support experience
S-14242,South,Monthly Essentials,46.8,False,False,$328.82,,
S-16222,South,Monthly Plus,62.3,False,False,$709.02,,
S-10484,Northeast,Monthly Essentials,44.4,1,Yes,583.72,1.3,poor quality
S-12075,Midwest,Monthly Plus,56.2,1,Yes,$908.77,9.1,too expensive
S-10992,West,Monthly Essentials,45.5,True,Yes,USD 126.01,3.5,shipping issues
S-16234,Northeast,Quarterly Bundle,69.3,False,No,$632.75,,
S-17887,Midwest,Monthly Plus,82.6,No,0,"$1,319.92",,
S-16993,South,Quarterly Bundle,86.2,No,False,"$2,684.67",,
S-13691,Midwest,Monthly Essentials,39.2,No,0,336.45,,
S-16287,Northeast,Quarterly Bundle,55.6,0,No,USD 309.19,,
S-10967,Northeast,Monthly Plus,43.7,True,True,USD 110.38,8.8,bad support experience
S-16554,Midwest,Monthly Essentials,59.7,False,No,445.83,,
S-15338,Midwest,Monthly Essentials,63.4,No,False,$249.31,,
S-13939,South,Monthly Essentials,54.6,No,No,998.39,,
S-12145,West,Monthly Plus,65.3,Yes,Yes,USD 1018.19,1.4,bad support experience
S-15198,South,Quarterly Bundle,61.6,0,No,"$2,824.19",,
S-16487,Northeast,Quarterly Bundle,71.7,No,False,149.38,,
S-10837,Midwest,Monthly Plus,49.8,Yes,Yes,387.79,11.5,bad support experience
S-12999,South,Quarterly Bundle,79.7,Yes,False,1921.86,0.4,
S-17542,Midwest,Quarterly Bundle,92.3,False,False,1638.89,,
S-12961,Midwest,Monthly Essentials,82.8,Yes,No,254.97,11.6,
S-18194,Northeast,Quarterly Bundle,86.0,0,False,429.39,,
S-17650,West,Quarterly Bundle,99.4,False,False,2255.90,,
S-11264,Midwest,Quarterly Bundle,62.5,1,True,USD 424.79,5.7,shipping issues
S-17739,Northeast,Quarterly Bundle,83.3,0,0,"$1,170.97",,
S-18011,Northeast,Monthly Essentials,76.3,0,No,$125.81,,
S-14963,West,Quarterly Bundle,72.3,False,Yes,273.08,,too expensive
S-12683,South,Quarterly Bundle,96.6,1,True,"$2,162.50",10.1,poor quality
S-16618,South,Monthly Plus,56.7,No,Yes,"$1,098.84",,bad support experience
S-16359,South,Monthly Plus,61.7,False,No,700.00,,
S-17492,South,Monthly Essentials,85.2,False,0,$916.41,,
S-18118,South,Quarterly Bundle,90.4,0,0,$979.69,,
S-12480,West,Monthly Plus,93.5,True,False,774.95,8.0,
S-18346,South,Quarterly Bundle,98.8,0,No,1128.65,,
S-11738,West,Monthly Plus,58.0,True,0,USD 396.94,11.1,
S-16661,South,Monthly Plus,67.5,No,No,1245.04,,
S-13821,West,Quarterly Bundle,47.3,No,False,979.66,,
S-13344,South,Quarterly Bundle,48.7,False,True,2634.49,,found alternative
S-18212,West,Monthly Plus,87.1,No,0,1078.87,,
S-14559,South,Monthly Plus,38.5,0,No,USD 578.07,,
S-10650,Northeast,Monthly Plus,48.0,True,False,477.37,4.4,
S-12430,Midwest,Quarterly Bundle,99.7,Yes,False,USD 2348.45,13.1,
S-14530,Northeast,Monthly Essentials,43.7,No,No,$628.85,,
S-11201,Northeast,Quarterly Bundle,72.7,True,False,"$1,456.87",9.2,
S-16031,West,Monthly Plus,71.2,No,False,USD 193.06,,
S-18132,Midwest,Monthly Plus,75.1,No,False,USD 1147.43,,
S-12211,South,Quarterly Bundle,87.3,True,False,2874.73,11.5,
S-11333,South,Monthly Plus,69.7,Yes,No,$722.52,1.2,
S-16837,South,Monthly Essentials,83.6,No,No,571.81,,
S-16874,South,Quarterly Bundle,88.1,No,1,1057.63,,no longer needed
S-17938,Northeast,Monthly Essentials,91.2,False,False,USD 983.05,,
S-14493,Northeast,Monthly Essentials,41.6,No,0,634.32,,
S-17450,South,Monthly Essentials,93.8,No,False,$372.53,,
S-10794,Northeast,Monthly Plus,44.6,1,Yes,231.60,0.9,moving/relocating
S-13369,West,Quarterly Bundle,53.8,False,No,"$3,093.26",,
S-12836,West,Quarterly Bundle,89.7,Yes,True,"$3,531.77",0.1,moving/relocating
S-18019,South,Monthly Plus,92.7,No,No,USD 178.29,,
S-12290,Midwest,Monthly Essentials,96.8,True,No,$186.86,10.9,
S-12576,West,Quarterly Bundle,84.1,Yes,False,USD 315.21,2.4,
S-12044,South,Monthly Plus,69.4,True,True,172.48,10.0,
S-11323,South,Quarterly Bundle,67.0,True,True,320.53,10.1,found alternative
S-16783,South,Quarterly Bundle,87.8,No,False,USD 2547.59,,
S-10173,Midwest,Quarterly Bundle,54.2,1,True,"$2,363.35",3.3,shipping issues
S-14643,Northeast,Monthly Plus,51.8,No,No,USD 847.11,,
S-10021,West,Monthly Essentials,37.8,Yes,True,267.66,1.3,no longer needed
S-14747,Northeast,Monthly Plus,46.9,False,False,$787.70,,
S-17933,West,Monthly Essentials,95.1,No,No,593.76,,
S-11252,West,Monthly Plus,62.2,Yes,0,"$1,054.23",11.5,
S-12584,South,Quarterly Bundle,93.4,True,No,USD 426.77,10.3,
S-14768,Northeast,Quarterly Bundle,35.4,0,False,1211.56,,
S-12478,Midwest,Monthly Essentials,91.8,True,1,$920.17,12.0,bad support experience
S-11952,South,Quarterly Bundle,61.9,True,No,815.78,5.0,
S-14385,Midwest,Monthly Plus,37.7,No,False,234.21,,
S-14707,Northeast,Monthly Plus,45.3,False,Yes,246.35,,paused indefinitely
S-10811,West,Monthly Plus,53.2,Yes,1,1450.75,9.5,found alternative
S-16310,Northeast,Monthly Plus,66.7,No,0,$535.24,,
S-17430,Midwest,Monthly Plus,77.3,False,0,1256.22,,
S-16836,South,Quarterly Bundle,97.2,False,No,"$2,825.12",,
S-10028,West,Monthly Plus,40.9,True,True,1147.60,1.4,poor quality
S-14430,Midwest,Monthly Plus,40.1,No,No,903.47,,
S-15555,South,Quarterly Bundle,62.8,False,No,USD 1565.31,,
S-15000,West,Monthly Plus,59.2,0,No,USD 691.26,,
S-15915,Northeast,Monthly Essentials,74.0,No,No,80.64,,
S-16047,Midwest,Monthly Essentials,55.1,0,0,$749.29,,
S-14912,Northeast,Quarterly Bundle,43.4,0,No,"$3,047.92",,
S-14263,West,Quarterly Bundle,46.1,0,False,USD 2661.88,,
S-11680,West,Monthly Essentials,67.7,True,Yes,867.31,5.9,paused indefinitely
S-11454,Midwest,Monthly Plus,57.9,True,False,$387.96,12.6,
S-16383,Northeast,Monthly Essentials,61.4,False,False,USD 412.05,,
S-17538,West,Quarterly Bundle,92.5,0,False,3742.17,,
S-15295,South,Monthly Essentials,57.1,False,False,110.72,,
S-15295,South,Monthly Essentials,57.1,False,False,110.72,,
S-14461,Midwest,Monthly Plus,41.6,No,0,USD 1180.04,,
S-13989,Midwest,Monthly Plus,40.0,False,No,453.90,,
S-10399,Midwest,Monthly Essentials,49.4,Yes,True,$327.29,0.7,no longer needed
S-14961,Northeast,Monthly Essentials,58.2,0,False,422.98,,
S-17354,West,Monthly Plus,94.4,0,No,775.46,,
S-10683,Midwest,Monthly Essentials,44.1,True,False,$395.47,14.0,
S-17452,Midwest,Quarterly Bundle,82.8,False,False,USD 697.50,,
S-14089,Northeast,Quarterly Bundle,51.6,No,0,USD 1715.81,,
S-17961,Midwest,Monthly Plus,86.2,False,False,"$1,141.23",,
S-10250,West,Monthly Plus,40.7,True,0,376.79,3.9,
S-11178,Midwest,Quarterly Bundle,57.6,1,False,"$2,433.09",0.9,
S-14738,West,Monthly Plus,41.4,No,No,"$1,170.36",,
S-16130,South,Monthly Essentials,66.5,No,0,$472.22,,
S-16999,South,Quarterly Bundle,87.6,0,No,2745.66,,
S-15503,South,Quarterly Bundle,66.0,False,False,"$2,806.88",,
S-10632,Northeast,Quarterly Bundle,43.0,True,No,"$2,009.62",1.7,
S-12681,West,Monthly Plus,75.8,Yes,False,USD 62.52,13.8,
S-17392,West,Monthly Essentials,89.4,No,1,477.12,,poor quality
S-13900,West,Quarterly Bundle,48.0,0,No,"$1,719.64",,
S-17089,West,Monthly Essentials,89.4,No,False,593.78,,
S-14449,Midwest,Monthly Essentials,52.6,False,No,427.30,,
S-18050,Northeast,Quarterly Bundle,80.5,False,False,"$2,028.32",,
S-10505,South,Monthly Plus,41.8,True,True,USD 250.47,1.5,poor quality
S-11943,South,Quarterly Bundle,59.4,True,1,$323.59,9.8,too expensive
S-13368,South,Monthly Essentials,45.3,No,False,USD 333.04,,
S-12596,West,Monthly Plus,99.3,Yes,No,1175.00,2.1,
S-15639,South,Monthly Essentials,67.0,No,False,655.19,,
S-12763,West,Quarterly Bundle,80.7,1,Yes,"$3,244.74",8.0,
S-12229,Midwest,Monthly Plus,89.8,Yes,False,USD 474.95,12.7,
S-13669,Northeast,Quarterly Bundle,51.4,No,No,2455.08,,
S-10797,West,Monthly Plus,53.3,1,0,1206.93,7.6,
S-17599,West,Quarterly Bundle,85.2,False,False,$405.58,,
S-15373,Northeast,Monthly Plus,65.2,False,False,USD 269.53,,
S-15492,Midwest,Monthly Plus,67.1,False,False,889.59,,
S-15274,Northeast,Quarterly Bundle,60.5,No,0,3578.50,,
S-14542,Midwest,Monthly Plus,49.2,0,False,"$1,306.10",,
S-10779,Northeast,Monthly Essentials,40.1,Yes,Yes,$264.48,4.1,moving/relocating
S-12520,West,Monthly Essentials,82.6,True,False,USD 466.36,4.7,
S-10445,Northeast,Monthly Essentials,45.9,Yes,No,$236.43,13.3,
S-11670,South,Monthly Essentials,64.7,True,1,$688.01,0.5,poor quality
S-17376,Midwest,Quarterly Bundle,80.4,False,False,3904.18,,
S-15131,South,Monthly Essentials,57.5,No,False,$823.05,,
S-14962,Midwest,Monthly Plus,66.0,False,No,$792.75,,
S-10695,South,Quarterly Bundle,35.8,Yes,False,USD 889.27,8.6,
S-12544,West,Monthly Plus,94.3,True,False,553.41,3.8,
S-14788,South,Monthly Essentials,40.6,No,0,40.27,,
S-17140,West,Quarterly Bundle,77.6,No,No,"$1,794.99",,
S-11450,Northeast,Monthly Plus,64.3,Yes,False,USD 170.34,2.1,
S-14118,Midwest,Monthly Plus,36.8,No,False,1383.29,,
S-13866,Northeast,Monthly Plus,41.7,0,0,$120.10,,
S-10380,South,Quarterly Bundle,50.0,True,Yes,2731.29,6.3,shipping issues
S-15738,Northeast,Monthly Essentials,69.6,0,0,$862.05,,
S-13544,South,Quarterly Bundle,41.3,0,No,1993.40,,
S-13242,West,Quarterly Bundle,38.1,No,No,1235.29,,
S-10473,South,Monthly Essentials,42.6,Yes,No,$942.93,2.2,
S-15910,South,Monthly Essentials,64.1,False,False,641.65,,
S-12932,West,Monthly Essentials,76.5,Yes,No,195.95,11.9,
S-16939,Midwest,Monthly Plus,93.7,No,No,1340.07,,
S-17704,Midwest,Quarterly Bundle,77.1,False,No,2183.80,,
S-17422,West,Monthly Plus,89.4,No,False,1327.09,,
S-18254,South,Monthly Plus,76.1,False,No,889.11,,
S-12204,South,Quarterly Bundle,87.7,1,No,"$1,590.35",11.9,
S-17233,West,Monthly Plus,75.4,No,False,$639.19,,
S-17119,Midwest,Monthly Essentials,82.0,False,0,USD 365.42,,
S-17706,South,Quarterly Bundle,95.1,No,False,1710.21,,
